workspace_id,workspace_name,capacity_name,report_id,report_name,report_total_pages,page_id,page_name,page_ordinal,view_date,view_count,unique_users,avg_dwell_seconds,top_persona
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p007,STUDY-202 — SUSAR Tracking,8,2026-04-10,5,2,27.4,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p008,STUDY-202 — Concomitant Medications,9,2026-04-10,4,1,32.4,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p009,STUDY-202 — Lab Out-of-Range,10,2026-04-10,3,1,17.6,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p010,STUDY-202 — Vital Signs Trends,11,2026-04-10,58,5,81.1,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p011,STUDY-202 — ECG Findings,12,2026-04-10,3,1,7.3,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p012,STUDY-202 — Pharmacokinetics,13,2026-04-10,2,1,22.9,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p013,STUDY-202 — Dose Modifications,14,2026-04-10,2,1,13.1,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p016,STUDY-202 — Baseline Characteristics,17,2026-04-10,2,1,21.9,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p017,STUDY-202 — Patient Disposition,18,2026-04-10,2,1,24.0,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p018,STUDY-202 — Cohort Comparison,19,2026-04-10,2,1,12.8,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p019,STUDY-202 — Efficacy Primary Endpoint,20,2026-04-10,1,1,17.7,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p020,STUDY-202 — Efficacy Secondary Endpoints,21,2026-04-10,2,1,7.7,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p021,STUDY-202 — Tumor Response (RECIST),22,2026-04-10,2,1,13.8,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p023,STUDY-202 — Biomarker Analysis,24,2026-04-10,1,1,23.1,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p024,STUDY-202 — Genomic Signatures,25,2026-04-10,1,1,18.6,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p026,STUDY-202 — Exposure-Response,27,2026-04-10,1,1,22.3,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p029,STUDY-202 — Monitoring Visits,30,2026-04-10,1,1,18.6,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p030,STUDY-202 — IMP Accountability,31,2026-04-10,1,1,19.6,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p000,STUDY-202 — Study Overview,1,2026-04-11,7,2,29.4,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p003,STUDY-202 — Screen Fail Reasons,4,2026-04-11,2,1,14.2,Data Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p004,STUDY-202 — Protocol Deviations,5,2026-04-11,1,1,23.1,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p006,STUDY-202 — Serious Adverse Events,7,2026-04-11,6,2,24.5,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p007,STUDY-202 — SUSAR Tracking,8,2026-04-11,2,1,18.7,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p008,STUDY-202 — Concomitant Medications,9,2026-04-11,1,1,24.5,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p010,STUDY-202 — Vital Signs Trends,11,2026-04-11,18,3,71.0,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p012,STUDY-202 — Pharmacokinetics,13,2026-04-11,2,1,16.9,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p014,STUDY-202 — Discontinuations,15,2026-04-11,1,1,20.6,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p015,STUDY-202 — Demographics,16,2026-04-11,1,1,10.2,Data Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p016,STUDY-202 — Baseline Characteristics,17,2026-04-11,1,1,7.5,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p017,STUDY-202 — Patient Disposition,18,2026-04-11,1,1,20.3,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p018,STUDY-202 — Cohort Comparison,19,2026-04-11,1,1,19.2,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p022,STUDY-202 — Survival Curves,23,2026-04-11,2,1,19.4,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p026,STUDY-202 — Exposure-Response,27,2026-04-11,1,1,7.3,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p000,STUDY-202 — Study Overview,1,2026-04-12,7,2,42.3,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p002,STUDY-202 — Site Performance,3,2026-04-12,1,1,17.5,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p004,STUDY-202 — Protocol Deviations,5,2026-04-12,1,1,15.3,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p005,STUDY-202 — Adverse Events Summary,6,2026-04-12,1,1,20.3,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p006,STUDY-202 — Serious Adverse Events,7,2026-04-12,4,1,32.3,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p007,STUDY-202 — SUSAR Tracking,8,2026-04-12,3,1,24.3,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p008,STUDY-202 — Concomitant Medications,9,2026-04-12,5,2,22.6,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p010,STUDY-202 — Vital Signs Trends,11,2026-04-12,12,2,75.1,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p014,STUDY-202 — Discontinuations,15,2026-04-12,1,1,11.2,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p022,STUDY-202 — Survival Curves,23,2026-04-12,1,1,11.2,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p026,STUDY-202 — Exposure-Response,27,2026-04-12,1,1,14.5,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p028,STUDY-202 — Query Aging,29,2026-04-12,1,1,28.0,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p000,STUDY-202 — Study Overview,1,2026-04-13,22,3,34.8,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p001,STUDY-202 — Enrollment Funnel,2,2026-04-13,3,1,14.1,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p002,STUDY-202 — Site Performance,3,2026-04-13,4,1,12.9,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p003,STUDY-202 — Screen Fail Reasons,4,2026-04-13,10,2,19.5,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p004,STUDY-202 — Protocol Deviations,5,2026-04-13,3,1,10.8,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p005,STUDY-202 — Adverse Events Summary,6,2026-04-13,11,2,16.2,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p006,STUDY-202 — Serious Adverse Events,7,2026-04-13,14,3,25.3,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p007,STUDY-202 — SUSAR Tracking,8,2026-04-13,8,2,15.9,Data Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p008,STUDY-202 — Concomitant Medications,9,2026-04-13,12,2,15.9,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p009,STUDY-202 — Lab Out-of-Range,10,2026-04-13,7,2,9.0,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p010,STUDY-202 — Vital Signs Trends,11,2026-04-13,62,6,72.6,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p011,STUDY-202 — ECG Findings,12,2026-04-13,1,1,6.5,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p012,STUDY-202 — Pharmacokinetics,13,2026-04-13,1,1,18.2,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p014,STUDY-202 — Discontinuations,15,2026-04-13,4,1,9.4,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p015,STUDY-202 — Demographics,16,2026-04-13,2,1,20.8,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p017,STUDY-202 — Patient Disposition,18,2026-04-13,1,1,12.7,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p018,STUDY-202 — Cohort Comparison,19,2026-04-13,1,1,4.0,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p019,STUDY-202 — Efficacy Primary Endpoint,20,2026-04-13,2,1,19.6,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p020,STUDY-202 — Efficacy Secondary Endpoints,21,2026-04-13,1,1,12.0,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p021,STUDY-202 — Tumor Response (RECIST),22,2026-04-13,2,1,12.9,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p022,STUDY-202 — Survival Curves,23,2026-04-13,1,1,23.3,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p023,STUDY-202 — Biomarker Analysis,24,2026-04-13,1,1,5.0,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p025,STUDY-202 — PK/PD Modeling,26,2026-04-13,1,1,24.5,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p026,STUDY-202 — Exposure-Response,27,2026-04-13,1,1,9.2,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p028,STUDY-202 — Query Aging,29,2026-04-13,1,1,14.6,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p029,STUDY-202 — Monitoring Visits,30,2026-04-13,1,1,21.0,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p030,STUDY-202 — IMP Accountability,31,2026-04-13,1,1,20.7,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p000,STUDY-202 — Study Overview,1,2026-04-14,12,2,36.9,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p001,STUDY-202 — Enrollment Funnel,2,2026-04-14,6,2,12.3,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p002,STUDY-202 — Site Performance,3,2026-04-14,1,1,28.0,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p003,STUDY-202 — Screen Fail Reasons,4,2026-04-14,4,1,22.1,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p004,STUDY-202 — Protocol Deviations,5,2026-04-14,6,2,15.3,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p005,STUDY-202 — Adverse Events Summary,6,2026-04-14,7,2,29.1,Data Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p006,STUDY-202 — Serious Adverse Events,7,2026-04-14,14,3,28.9,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p007,STUDY-202 — SUSAR Tracking,8,2026-04-14,8,2,25.6,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p008,STUDY-202 — Concomitant Medications,9,2026-04-14,10,2,16.0,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p009,STUDY-202 — Lab Out-of-Range,10,2026-04-14,5,2,26.8,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p010,STUDY-202 — Vital Signs Trends,11,2026-04-14,41,4,74.0,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p011,STUDY-202 — ECG Findings,12,2026-04-14,1,1,15.7,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p013,STUDY-202 — Dose Modifications,14,2026-04-14,3,1,19.9,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p014,STUDY-202 — Discontinuations,15,2026-04-14,1,1,15.9,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p015,STUDY-202 — Demographics,16,2026-04-14,2,1,9.9,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p016,STUDY-202 — Baseline Characteristics,17,2026-04-14,1,1,14.8,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p017,STUDY-202 — Patient Disposition,18,2026-04-14,2,1,32.7,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p018,STUDY-202 — Cohort Comparison,19,2026-04-14,1,1,21.0,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p020,STUDY-202 — Efficacy Secondary Endpoints,21,2026-04-14,1,1,15.3,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p022,STUDY-202 — Survival Curves,23,2026-04-14,1,1,21.2,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p023,STUDY-202 — Biomarker Analysis,24,2026-04-14,1,1,8.7,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p025,STUDY-202 — PK/PD Modeling,26,2026-04-14,2,1,19.0,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p026,STUDY-202 — Exposure-Response,27,2026-04-14,2,1,18.6,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p029,STUDY-202 — Monitoring Visits,30,2026-04-14,1,1,9.6,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p030,STUDY-202 — IMP Accountability,31,2026-04-14,1,1,17.2,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p000,STUDY-202 — Study Overview,1,2026-04-15,29,4,23.8,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p001,STUDY-202 — Enrollment Funnel,2,2026-04-15,1,1,5.0,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p002,STUDY-202 — Site Performance,3,2026-04-15,5,2,24.5,Data Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p003,STUDY-202 — Screen Fail Reasons,4,2026-04-15,3,1,25.9,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p004,STUDY-202 — Protocol Deviations,5,2026-04-15,5,2,23.0,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p005,STUDY-202 — Adverse Events Summary,6,2026-04-15,7,2,17.5,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p006,STUDY-202 — Serious Adverse Events,7,2026-04-15,12,2,30.1,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p007,STUDY-202 — SUSAR Tracking,8,2026-04-15,6,2,24.6,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p008,STUDY-202 — Concomitant Medications,9,2026-04-15,5,2,26.5,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p009,STUDY-202 — Lab Out-of-Range,10,2026-04-15,3,1,26.0,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p010,STUDY-202 — Vital Signs Trends,11,2026-04-15,58,5,69.2,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p011,STUDY-202 — ECG Findings,12,2026-04-15,1,1,12.8,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p012,STUDY-202 — Pharmacokinetics,13,2026-04-15,1,1,16.1,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p013,STUDY-202 — Dose Modifications,14,2026-04-15,1,1,13.5,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p015,STUDY-202 — Demographics,16,2026-04-15,2,1,28.3,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p016,STUDY-202 — Baseline Characteristics,17,2026-04-15,3,1,11.4,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p019,STUDY-202 — Efficacy Primary Endpoint,20,2026-04-15,2,1,22.1,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p022,STUDY-202 — Survival Curves,23,2026-04-15,2,1,13.7,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p023,STUDY-202 — Biomarker Analysis,24,2026-04-15,1,1,24.1,Data Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p024,STUDY-202 — Genomic Signatures,25,2026-04-15,1,1,13.0,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p027,STUDY-202 — Data Quality Dashboard,28,2026-04-15,1,1,28.2,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p028,STUDY-202 — Query Aging,29,2026-04-15,1,1,13.4,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p030,STUDY-202 — IMP Accountability,31,2026-04-15,1,1,20.8,Data Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p000,STUDY-202 — Study Overview,1,2026-04-16,23,3,35.2,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p001,STUDY-202 — Enrollment Funnel,2,2026-04-16,2,1,21.5,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p002,STUDY-202 — Site Performance,3,2026-04-16,5,2,16.8,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p003,STUDY-202 — Screen Fail Reasons,4,2026-04-16,3,1,25.0,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p004,STUDY-202 — Protocol Deviations,5,2026-04-16,4,1,21.2,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p005,STUDY-202 — Adverse Events Summary,6,2026-04-16,8,2,30.4,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p006,STUDY-202 — Serious Adverse Events,7,2026-04-16,14,3,11.9,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p007,STUDY-202 — SUSAR Tracking,8,2026-04-16,3,1,11.1,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p008,STUDY-202 — Concomitant Medications,9,2026-04-16,9,2,10.5,ClinOps Mgr
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p009,STUDY-202 — Lab Out-of-Range,10,2026-04-16,4,1,13.7,Safety
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p010,STUDY-202 — Vital Signs Trends,11,2026-04-16,65,6,75.4,Biostatistician
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p013,STUDY-202 — Dose Modifications,14,2026-04-16,1,1,27.5,Med Director
ws-clinops,Clinical Operations,Capacity-P1,rep-clin-study202,Phase II STUDY-202 — Safety Review,35,rep-clin-study202::p014,STUDY-202 — Discontinuations,15,2026-04-16,2,1,12.6,Med Director
