workspace_id,workspace_name,report_id,report_name,page_id,page_name,page_ordinal,report_total_pages
ws-commercial,Commercial Analytics,rep-com-launch,Launch Performance — PRODUCT-A,rep-com-launch::p000,Launch Scorecard,1,12
ws-commercial,Commercial Analytics,rep-com-launch,Launch Performance — PRODUCT-A,rep-com-launch::p001,Weekly TRx/NRx,2,12
ws-commercial,Commercial Analytics,rep-com-launch,Launch Performance — PRODUCT-A,rep-com-launch::p002,Payer Mix,3,12
ws-commercial,Commercial Analytics,rep-com-launch,Launch Performance — PRODUCT-A,rep-com-launch::p003,Prior Auth Funnel,4,12
ws-commercial,Commercial Analytics,rep-com-launch,Launch Performance — PRODUCT-A,rep-com-launch::p004,Specialty Pharmacy Pull-Through,5,12
ws-commercial,Commercial Analytics,rep-com-launch,Launch Performance — PRODUCT-A,rep-com-launch::p005,Field Force Effectiveness,6,12
ws-commercial,Commercial Analytics,rep-com-launch,Launch Performance — PRODUCT-A,rep-com-launch::p006,Speaker Programs ROI,7,12
ws-commercial,Commercial Analytics,rep-com-launch,Launch Performance — PRODUCT-A,rep-com-launch::p007,Sample Distribution,8,12
ws-commercial,Commercial Analytics,rep-com-launch,Launch Performance — PRODUCT-A,rep-com-launch::p008,Digital Engagement,9,12
ws-commercial,Commercial Analytics,rep-com-launch,Launch Performance — PRODUCT-A,rep-com-launch::p009,Patient Hub Enrollment,10,12
ws-commercial,Commercial Analytics,rep-com-launch,Launch Performance — PRODUCT-A,rep-com-launch::p010,Competitive Share,11,12
ws-commercial,Commercial Analytics,rep-com-launch,Launch Performance — PRODUCT-A,rep-com-launch::p011,Forecast vs Actual,12,12
ws-commercial,Commercial Analytics,rep-com-payer,Payer Access & Coverage,rep-com-payer::p000,National Formulary Status,1,8
ws-commercial,Commercial Analytics,rep-com-payer,Payer Access & Coverage,rep-com-payer::p001,Regional Plan Detail,2,8
ws-commercial,Commercial Analytics,rep-com-payer,Payer Access & Coverage,rep-com-payer::p002,PBM Rebate Performance,3,8
ws-commercial,Commercial Analytics,rep-com-payer,Payer Access & Coverage,rep-com-payer::p003,GTN Walk,4,8
ws-commercial,Commercial Analytics,rep-com-payer,Payer Access & Coverage,rep-com-payer::p004,ASP Tracking,5,8
ws-commercial,Commercial Analytics,rep-com-payer,Payer Access & Coverage,rep-com-payer::p005,Patient Out-of-Pocket Distribution,6,8
ws-commercial,Commercial Analytics,rep-com-payer,Payer Access & Coverage,rep-com-payer::p006,340B Volume,7,8
ws-commercial,Commercial Analytics,rep-com-payer,Payer Access & Coverage,rep-com-payer::p007,Government Channel Mix,8,8
ws-commercial,Commercial Analytics,rep-com-field,Field Force Daily,rep-com-field::p000,My Territory,1,6
ws-commercial,Commercial Analytics,rep-com-field,Field Force Daily,rep-com-field::p001,Call Plan vs Actual,2,6
ws-commercial,Commercial Analytics,rep-com-field,Field Force Daily,rep-com-field::p002,HCP Targeting,3,6
ws-commercial,Commercial Analytics,rep-com-field,Field Force Daily,rep-com-field::p003,Sample Inventory,4,6
ws-commercial,Commercial Analytics,rep-com-field,Field Force Daily,rep-com-field::p004,Speaker Booking Pipeline,5,6
ws-commercial,Commercial Analytics,rep-com-field,Field Force Daily,rep-com-field::p005,Latest Approvals/Labels,6,6
ws-mfg,Manufacturing & Supply,rep-mfg-yield,Manufacturing Yield & OEE,rep-mfg-yield::p000,Plant Overview,1,10
ws-mfg,Manufacturing & Supply,rep-mfg-yield,Manufacturing Yield & OEE,rep-mfg-yield::p001,Line OEE,2,10
ws-mfg,Manufacturing & Supply,rep-mfg-yield,Manufacturing Yield & OEE,rep-mfg-yield::p002,Yield by Batch,3,10
ws-mfg,Manufacturing & Supply,rep-mfg-yield,Manufacturing Yield & OEE,rep-mfg-yield::p003,Deviations,4,10
ws-mfg,Manufacturing & Supply,rep-mfg-yield,Manufacturing Yield & OEE,rep-mfg-yield::p004,CAPA Aging,5,10
ws-mfg,Manufacturing & Supply,rep-mfg-yield,Manufacturing Yield & OEE,rep-mfg-yield::p005,Cycle Time,6,10
ws-mfg,Manufacturing & Supply,rep-mfg-yield,Manufacturing Yield & OEE,rep-mfg-yield::p006,Downtime Reasons,7,10
ws-mfg,Manufacturing & Supply,rep-mfg-yield,Manufacturing Yield & OEE,rep-mfg-yield::p007,Cleaning Validation,8,10
ws-mfg,Manufacturing & Supply,rep-mfg-yield,Manufacturing Yield & OEE,rep-mfg-yield::p008,Stability Studies,9,10
ws-mfg,Manufacturing & Supply,rep-mfg-yield,Manufacturing Yield & OEE,rep-mfg-yield::p009,Cold Chain Events,10,10
ws-mfg,Manufacturing & Supply,rep-mfg-supply,Supply Chain Tower,rep-mfg-supply::p000,DC Inventory,1,7
ws-mfg,Manufacturing & Supply,rep-mfg-supply,Supply Chain Tower,rep-mfg-supply::p001,Days of Supply,2,7
ws-mfg,Manufacturing & Supply,rep-mfg-supply,Supply Chain Tower,rep-mfg-supply::p002,Backorder Risk,3,7
ws-mfg,Manufacturing & Supply,rep-mfg-supply,Supply Chain Tower,rep-mfg-supply::p003,API Sourcing,4,7
ws-mfg,Manufacturing & Supply,rep-mfg-supply,Supply Chain Tower,rep-mfg-supply::p004,CMO Performance,5,7
ws-mfg,Manufacturing & Supply,rep-mfg-supply,Supply Chain Tower,rep-mfg-supply::p005,Shipping Lane Reliability,6,7
ws-mfg,Manufacturing & Supply,rep-mfg-supply,Supply Chain Tower,rep-mfg-supply::p006,Tariff Impact,7,7
